loan_amount,annual_income,employment_length_years,credit_history_years,debt_to_income,revolving_utilization,num_delinquencies,num_credit_lines,inquiries_last_6m,fico_score,open_credit_cards,public_records,loan_purpose,home_ownership,state,age,months_since_last_delinquency,annual_installment,loan_term_months,num_dependents,utilization_ratio,bankruptcies,mortgage_accounts,verification_status,default
45340,57563,13,28,0.45658449433162823,0.37025493840861623,2,17,3,520,13,4,education,MORTGAGE,FL,32,82,1197,36,1,0.9935832178267685,0,2,not_verified,1
1739,80192,39,3,0.19785441093215198,0.3606302525119741,1,12,5,827,13,4,wedding,MORTGAGE,TX,29,33,9472,36,2,0.21968980214703004,0,3,not_verified,0
2545,135424,24,24,0.19409399443519423,0.6902793552645067,0,18,3,658,14,3,home,MORTGAGE,NY,41,72,2766,36,2,0.473219312980401,1,1,not_verified,0
30140,168037,18,13,0.4799446129154499,0.6456672284789794,0,7,1,780,2,2,car,OWN,NY,35,79,1124,60,1,0.644813716975986,2,1,not_verified,0
10327,75730,16,1,0.02793313722061814,0.6756446090955004,0,11,7,831,10,2,wedding,RENT,OH,51,81,8858,60,3,0.6426693426713175,1,1,not_verified,1
6127,196305,17,29,0.0376559728702909,0.6676927940510154,0,6,2,321,0,2,home,MORTGAGE,FL,56,31,9307,36,4,0.7764794867441702,0,1,not_verified,1
24331,121170,39,13,0.5078554594360176,0.5273466929664704,0,2,7,512,0,1,medical,RENT,CA,31,101,6396,60,0,0.5554527329264138,1,2,not_verified,1
24004,170079,8,27,0.5162028598708566,0.6473532267859431,0,14,9,673,9,3,home,OWN,CA,41,106,11483,36,3,0.5514503843529712,0,1,verified,0
42833,87086,0,10,0.21759434436103717,0.05334615442589474,0,6,5,690,10,2,education,RENT,GA,54,90,14484,36,1,0.01361736495685495,0,1,verified,1
11492,122904,5,2,0.16791503961421086,0.8949837221306829,1,19,0,504,11,3,home,RENT,IL,19,36,1862,60,4,0.7369142784304713,0,3,not_verified,0
14749,99023,37,1,0.2929706423313241,0.017551326696391145,1,18,5,714,4,3,business,RENT,NC,23,81,5734,60,1,0.33169241213078593,0,4,not_verified,1
24508,46194,37,28,0.1052850108229225,0.009356352077421026,0,6,8,350,9,4,car,OWN,TX,19,48,572,60,1,0.4784653541467988,2,3,verified,0
10045,102555,38,5,0.42092912179243636,0.7500534383250186,0,3,2,723,8,0,business,RENT,IL,33,119,4109,60,0,0.8770540947183475,2,1,verified,1
21116,168372,16,24,0.4433203930654645,0.35294541558456616,0,23,5,482,12,0,home,OWN,PA,37,89,8768,60,0,0.3055254749716877,2,2,verified,0
19667,39592,8,10,0.12577719634487167,0.44830159057213326,0,3,8,505,3,1,medical,MORTGAGE,CA,29,67,10535,36,3,0.8366587099788216,2,1,verified,0
10521,113736,10,27,0.025528106281034878,0.3443517757481226,1,7,6,686,8,0,business,RENT,OH,39,15,9082,36,1,0.8922921197471786,0,4,not_verified,0
9669,68202,17,29,0.4259700807738875,0.11082224434113264,0,15,9,815,0,4,education,MORTGAGE,CA,69,67,14308,36,3,0.5725364522440108,2,2,not_verified,0
28302,179076,36,29,0.3922810153742025,0.6974052754904168,1,18,6,777,6,3,wedding,MORTGAGE,IL,21,76,3263,60,0,0.1295895429328484,2,0,verified,1
12283,70033,6,22,0.1934514752172818,0.04095488834063743,0,1,2,354,11,1,business,OWN,IL,19,42,1259,36,3,0.26212508844382154,0,3,verified,1
31935,78091,34,12,0.4676583052113541,0.6342355506791396,0,5,3,629,1,2,medical,RENT,IL,62,17,8684,60,4,0.9068076990414699,0,4,verified,1
7998,124805,6,13,0.5593822456023044,0.943620165340802,1,9,4,572,1,4,education,OWN,IL,31,6,10681,60,4,0.8510286352359944,2,3,not_verified,1
29806,122509,38,4,0.02149126022111352,0.40520021125058203,1,16,3,809,2,2,wedding,RENT,NY,39,24,12831,36,0,0.7142422561982027,0,1,verified,0
32624,195904,10,8,0.12582894933377303,0.2923995373166275,0,8,3,320,2,2,business,MORTGAGE,NY,52,105,2094,60,3,0.00039628169412053715,2,1,not_verified,1
14440,180355,9,26,0.13361804772695457,0.5265993747647089,0,21,8,374,13,4,home,OWN,NY,41,6,10937,36,3,0.18602407289094358,1,4,not_verified,0
46465,32335,33,16,0.587004565383863,0.5740260122231005,1,21,6,646,0,4,wedding,RENT,OH,25,114,6430,36,4,0.673380043919054,0,1,not_verified,0
47501,151479,23,22,0.19137596703642681,0.9391532992276141,0,6,5,595,11,0,wedding,MORTGAGE,FL,59,91,7355,36,2,0.9124095942757692,1,0,verified,0
22797,15414,11,10,0.45766102980230217,0.6083699328068507,0,19,4,533,1,0,education,OWN,NY,67,93,6975,60,3,0.09177806766998509,0,1,not_verified,1
2269,106535,8,22,0.21610085805181667,0.551641255677084,1,16,3,830,13,3,business,OWN,NY,56,46,3863,36,3,0.20684385353930224,2,3,not_verified,1
8868,85507,21,5,0.20512955984439094,0.09026421548190444,1,1,3,502,0,3,education,OWN,NY,44,50,7380,36,4,0.4315333938477186,2,1,verified,1
31251,30145,37,24,0.06238333055533567,0.8863107659669234,0,12,7,496,4,1,wedding,RENT,OH,63,27,12289,36,1,0.7482452784305512,2,4,verified,0
13373,151057,31,29,0.08217779540539888,0.7817977267904095,0,2,1,576,4,4,business,MORTGAGE,OH,63,75,11578,36,1,0.45919955946297697,2,1,verified,0
19987,104889,7,20,0.4440012086031165,0.35112231097797075,0,23,9,301,11,1,home,OWN,CA,56,17,10596,36,1,0.8906199083193173,2,4,verified,1
39729,22650,20,3,0.12195459840841733,0.0745623497682909,0,6,6,309,3,2,wedding,RENT,PA,29,39,8482,36,3,0.40911478888385255,0,4,not_verified,1
16734,58407,15,14,0.5866082824740885,0.16490340390988123,0,13,7,319,1,2,wedding,RENT,IL,49,84,2891,60,2,0.9624624089773111,1,2,verified,0
43429,177644,32,5,0.5346526783632415,0.8178086886609307,0,17,7,704,6,2,medical,OWN,NY,19,78,7333,60,0,0.5315460940341881,2,2,not_verified,0
42337,103441,24,28,0.3322596128200041,0.8273786081091168,0,12,1,653,3,3,home,MORTGAGE,FL,65,53,5016,36,2,0.5000795540362251,0,4,verified,0
41325,108303,38,9,0.5191997859876395,0.12449569793424742,0,7,3,803,2,0,business,RENT,FL,57,42,2263,36,4,0.3841610710447567,1,1,verified,0
19064,102377,5,28,0.18242705057672765,0.4289575793481023,0,18,2,768,8,3,medical,OWN,NC,49,3,11668,60,4,0.8150281623812853,1,2,verified,0
9433,120632,3,7,0.14190644193882074,0.6091217519206158,1,13,4,326,6,4,home,OWN,NY,42,17,12134,60,2,0.1573407152146351,1,3,not_verified,1
49421,173824,22,29,0.4480695216608887,0.3490767248395372,1,7,0,616,6,1,car,RENT,OH,19,17,9578,60,1,0.3263997423324012,2,2,verified,0
10111,169084,8,6,0.2938133961246378,0.5077387619272151,0,1,3,703,5,4,business,RENT,IL,38,81,9064,60,1,0.2535073791597158,2,1,verified,0
39450,137274,35,6,0.24401560605950032,0.20286504662206473,1,13,2,823,12,1,education,RENT,NY,38,86,4256,36,3,0.44806931237091074,1,0,not_verified,0
49247,27708,10,14,0.3873807319176271,0.767916160501258,0,14,0,362,5,4,home,MORTGAGE,NY,18,102,4967,36,4,0.6429870523548364,2,4,verified,0
16047,161123,34,21,0.44749829351813275,0.8423640269403944,0,10,1,727,12,1,wedding,RENT,OH,23,109,14351,36,0,0.16538468795749706,2,2,not_verified,0
9084,42175,11,9,0.20901150164117305,0.6171876715290784,1,24,4,488,13,4,car,RENT,TX,51,8,11979,36,2,0.658665844259952,1,1,not_verified,0
22751,34335,34,24,0.21418257348110642,0.4456349939614501,1,2,4,705,0,2,car,RENT,NY,66,94,14528,60,1,0.14893349792799226,1,3,verified,0
17453,147609,6,16,0.21910877866531858,0.7198976807660986,1,18,7,392,11,0,education,OWN,NC,19,3,9211,36,2,0.702445051635665,2,2,not_verified,0
21308,116472,28,18,0.5678531800991686,0.9370109047678367,1,2,2,800,11,0,business,OWN,MI,25,80,12496,60,3,0.16901109104285794,1,4,verified,0
39968,151759,20,14,0.43277746258213645,0.5276634748749027,0,3,2,337,2,1,medical,MORTGAGE,IL,56,102,10298,36,0,0.36753142096436087,2,1,verified,1
31077,31352,2,26,0.5425848215527612,0.29900762905321865,0,9,3,833,3,4,car,MORTGAGE,IL,31,61,14804,36,0,0.934627085667196,1,0,verified,0
44046,131583,23,9,0.06263655283136792,0.4142933814551617,0,12,6,695,6,0,medical,RENT,PA,20,11,5332,60,2,0.973732365392716,1,3,verified,1
35775,55571,29,14,0.30061740929221303,0.4668240087994352,0,12,3,640,10,1,education,RENT,CA,67,109,8810,60,1,0.7343239408705574,2,2,not_verified,0
49570,187216,26,21,0.521001411748585,0.23654307675254782,1,4,2,608,3,1,wedding,MORTGAGE,GA,22,97,6370,36,3,0.12233084313377662,1,1,verified,1
47097,114760,28,12,0.29768509601212334,0.14121742300043738,0,11,9,487,11,3,medical,OWN,NY,43,90,3421,36,4,0.9359468237862085,1,4,verified,0
25503,114798,29,11,0.49601665926845784,0.5394858031879106,0,8,5,835,14,0,medical,MORTGAGE,NC,47,10,1734,36,3,0.6564769069756192,0,2,verified,0
3779,24479,35,14,0.0979058740666835,0.1381988914917046,0,24,5,407,10,0,home,MORTGAGE,NC,45,0,14291,36,4,0.12276254146286714,0,3,not_verified,0
22304,41814,22,1,0.40088195462546194,0.7365352894010835,0,21,4,563,4,3,car,MORTGAGE,IL,24,0,3929,60,4,0.8465971629837746,2,2,verified,0
1755,25065,36,8,0.1374644738025341,0.7813243884561725,0,3,8,471,13,0,car,OWN,FL,57,110,14579,60,1,0.2373386739602159,2,4,not_verified,0
40263,40820,25,7,0.3513039339628489,0.5698606778678262,1,5,7,602,9,2,wedding,MORTGAGE,NC,37,86,8011,60,2,0.9502753835665358,0,2,verified,1
43955,156510,35,17,0.5611332485370961,0.9649595694490172,0,4,9,498,11,1,medical,MORTGAGE,GA,30,105,11351,60,2,0.447081639777247,0,1,not_verified,1
43281,37871,27,20,0.4946560433875915,0.6788728416105406,0,19,4,648,5,3,education,MORTGAGE,CA,22,12,6749,36,4,0.8357771861114554,2,3,not_verified,0
18400,64325,36,27,0.5193933690884037,0.8238603777706066,0,10,1,827,1,2,business,OWN,TX,25,49,1026,60,3,0.6668233522697145,0,4,verified,0
41115,34661,3,8,0.23140744371732536,0.632662447999231,1,24,4,511,4,3,education,MORTGAGE,FL,58,68,12717,36,2,0.4956426337828074,2,2,not_verified,0
15249,69850,28,24,0.21383154775980892,0.027658439103929067,0,17,8,343,2,4,home,RENT,PA,39,3,13633,36,2,0.4633939894473751,0,0,not_verified,1
48647,16396,13,22,0.16091116176363449,0.2604041578732693,0,9,6,308,11,4,medical,MORTGAGE,PA,53,6,6769,60,4,0.34926096530816253,1,3,not_verified,0
47825,15173,36,15,0.18515214803277408,0.38483453277604984,0,1,6,830,0,1,education,RENT,IL,21,87,14614,60,4,0.25470891514848315,0,0,not_verified,1
45825,135909,32,11,0.41431379187220774,0.08709305191722427,2,9,8,338,8,3,education,RENT,NY,39,117,10112,60,2,0.6424347048215971,0,2,verified,1
25600,190426,30,15,0.5621211213111954,0.8954736598716213,0,22,0,515,1,1,car,RENT,NC,37,26,9612,36,2,0.8439547651387412,2,1,not_verified,0
38706,30913,13,5,0.474747924355177,0.7349659302215873,1,17,7,770,14,2,home,RENT,OH,68,52,14527,60,4,0.24028954638419575,1,4,not_verified,0
20222,91616,24,8,0.13087346242440254,0.3944111092246191,0,14,9,615,9,4,wedding,OWN,TX,51,85,9460,36,0,0.46377950473663876,0,0,not_verified,0
34505,136433,8,9,0.13618004933607716,0.4305760482460511,0,24,7,431,10,4,home,OWN,CA,55,35,8236,60,0,0.8198486342096196,1,4,not_verified,0
39968,99998,24,6,0.24997556545157826,0.8024047063888844,0,12,7,655,7,3,medical,OWN,IL,38,90,6511,36,2,0.8502519739151969,2,4,verified,0
42139,77726,24,16,0.5936889564768864,0.3029094872056902,3,21,7,664,8,2,wedding,RENT,GA,23,86,5887,60,0,0.2305892228717099,2,3,not_verified,0
42302,199953,29,6,0.0589490416607215,0.5785938939914046,1,23,4,446,2,2,home,MORTGAGE,NC,30,8,9081,36,4,0.9128689383880054,0,3,verified,0
30148,115003,19,4,0.21532398350280751,0.9810057173161721,2,4,3,695,10,0,education,OWN,CA,69,115,10604,60,4,0.08228564359760682,2,2,not_verified,0
23302,95499,22,26,0.11270465738613802,0.21351276639140904,1,20,7,769,7,3,wedding,MORTGAGE,OH,52,82,836,60,1,0.14797473935790717,2,1,verified,1
3623,70820,0,10,0.09874688033659587,0.7112201473543399,0,20,3,459,5,4,home,RENT,CA,52,50,10490,60,2,0.5564425366883924,0,0,verified,1
9646,138842,14,26,0.49747379596819946,0.6094378920689845,1,4,1,380,9,1,medical,RENT,CA,50,103,6203,60,4,0.439785440124816,2,2,verified,0
14543,34475,20,20,0.5739480125113087,0.42156981623285006,0,17,2,566,11,4,business,RENT,FL,23,49,3606,60,0,0.8547228693540853,1,1,verified,0
29960,185237,29,18,0.28179336342180533,0.05192285343676939,0,24,3,600,12,0,education,OWN,PA,31,12,7559,60,1,0.33180198268707584,1,1,verified,0
23785,132939,10,16,0.1591231202088187,0.4654735852069445,0,2,2,572,3,3,wedding,RENT,NC,44,0,13896,36,4,0.577529582588883,1,4,verified,0
13817,129412,25,13,0.24328428671701982,0.08261002490416347,0,3,8,578,10,1,education,OWN,GA,61,35,2191,60,0,0.8344685529243089,2,0,verified,0
32406,120824,29,15,0.297270118680981,0.4148202777742598,1,16,6,701,7,0,business,OWN,TX,18,18,8971,60,0,0.4010891758103329,0,0,not_verified,1
24456,156014,8,3,0.5122734783140911,0.6326259555963312,1,1,7,661,9,0,education,RENT,PA,39,22,3034,60,4,0.3196115019358642,0,3,verified,0
24777,48660,4,10,0.2527857985765442,0.246570472353989,1,15,7,496,8,0,medical,MORTGAGE,OH,49,32,9793,60,1,0.1783531318261652,2,2,verified,1
21914,23406,33,12,0.14106947851442977,0.8310677234545636,0,2,5,347,10,3,home,RENT,FL,66,107,14261,60,3,0.3683313256327829,2,3,verified,1
30553,159243,32,20,0.2651648696621329,0.7725555225066884,1,12,2,591,0,4,business,MORTGAGE,GA,48,18,5039,36,0,0.6018179532144967,1,0,verified,0
24548,110839,33,16,0.2033011047712452,0.016311498153860127,0,9,4,567,13,3,medical,RENT,IL,69,43,6549,36,2,0.9634586847398661,2,3,verified,0
38265,102259,0,2,0.3476911747535463,0.2025280169771907,0,3,4,326,6,3,home,RENT,CA,19,114,13948,36,0,0.27138209387311374,0,2,not_verified,1
41701,97525,14,8,0.026147327471201208,0.5750550974764871,0,21,7,830,11,0,medical,RENT,CA,31,20,7734,60,2,0.8001816982842715,2,2,verified,0
7727,127976,30,27,0.2678345162274222,0.5543815972843081,0,17,3,418,2,1,car,OWN,NC,37,100,6421,36,3,0.00046370309084575734,1,0,not_verified,0
45924,68566,11,15,0.35843313800041615,0.09241707916110842,0,24,7,733,8,4,car,OWN,NY,45,61,754,60,2,0.8327041432992537,2,2,not_verified,0
33427,162384,6,7,0.5807847927906309,0.19561443260878852,0,21,4,400,12,2,wedding,OWN,NY,22,41,6369,60,3,0.15199518520030542,1,1,not_verified,1
17692,113039,32,3,0.31471852196072475,0.4361038090971179,0,2,1,345,0,2,home,RENT,NC,47,81,12350,60,1,0.6341105210015524,0,2,verified,1
32625,66665,31,21,0.029457476395373293,0.6364221310956044,1,15,6,549,8,2,wedding,OWN,OH,38,61,7914,36,0,0.660205465662594,0,4,not_verified,0
25918,175472,4,5,0.3019397020249406,0.6432189649274879,0,8,7,821,3,0,home,RENT,TX,66,90,5584,60,0,0.7973629464151252,1,1,verified,0
42395,120347,37,18,0.4017933328943811,0.3171407542936855,1,11,8,672,0,3,wedding,RENT,MI,31,83,4898,60,2,0.4202348335587742,0,1,verified,1
42136,163633,4,22,0.551949110896262,0.7529515229580808,0,22,1,483,1,3,car,OWN,NC,37,29,11767,36,3,0.695414095101243,0,3,not_verified,0
16577,191478,16,13,0.27247037406301505,0.53615454651995,1,14,3,330,1,1,home,OWN,GA,51,15,13927,60,1,0.919443407644322,2,4,not_verified,1
20619,102101,6,10,0.2702608393741526,0.23599411576385076,1,5,3,349,14,2,medical,RENT,GA,49,96,6609,60,4,0.9867282187735729,0,2,verified,0
47240,98403,24,15,0.3570966423035902,0.5180049965246202,1,7,4,710,4,3,car,OWN,PA,65,71,4682,36,1,0.7346217850958896,0,1,verified,0
34710,44621,24,13,0.04892873330173108,0.2776976608044017,2,15,7,499,5,4,car,MORTGAGE,TX,43,24,13034,36,3,0.8267326129101038,0,4,not_verified,0
38388,198535,2,5,0.02295589719726967,0.2211197189599471,0,10,6,735,14,2,wedding,RENT,FL,56,15,7646,60,3,0.2412624743284042,1,3,not_verified,0
17195,101205,35,20,0.1632535986013663,0.8924022887072302,0,22,0,756,7,0,home,OWN,NC,63,74,6695,60,0,0.029379724968714327,0,3,verified,0
28689,104233,27,23,0.34698314442132494,0.740469730275785,0,17,7,600,2,0,business,OWN,MI,62,33,1957,36,1,0.7704799640639629,1,1,not_verified,1
12154,155809,22,17,0.041104287486430885,0.6063451869189731,0,20,4,560,4,2,home,OWN,MI,26,89,14011,36,1,0.09226790616294689,0,4,not_verified,0
40121,47035,7,26,0.5692570204187509,0.00774171740138907,0,11,1,609,7,2,education,OWN,IL,19,43,3045,36,1,0.8931640382053728,0,1,not_verified,1
30412,127257,30,8,0.5580750516525791,0.4359598950308813,1,14,6,674,10,3,home,MORTGAGE,OH,45,46,7356,60,0,0.5261427431770852,2,0,not_verified,0
22341,90224,20,2,0.44122780903738945,0.6501593187278164,0,2,4,847,10,0,car,OWN,NC,41,49,5155,60,1,0.7741935402397391,0,1,not_verified,0
33018,27974,34,23,0.13704349450653766,0.6889891261447998,0,2,2,603,8,0,wedding,MORTGAGE,IL,41,21,7988,36,1,0.4783046442352574,2,4,verified,0
10145,39648,28,18,0.5631020688464873,0.817946346982966,0,4,0,795,3,3,car,RENT,MI,59,35,1532,36,0,0.9767885728422493,0,0,not_verified,0
43262,184198,2,4,0.5934949755047184,0.3107201608289688,0,6,9,390,11,1,business,OWN,FL,46,98,2505,36,0,0.7562612791484183,2,1,verified,0
47330,43612,24,13,0.5135553868779059,0.0887799380200226,0,18,2,696,1,2,car,RENT,IL,34,20,1643,60,2,0.42590486081340173,0,3,verified,0
23223,123722,1,10,0.5291675985888872,0.813118610612251,1,11,1,652,13,3,education,OWN,OH,61,108,7401,60,4,0.7783655744677485,2,0,verified,0
3880,57576,33,10,0.5248622289826455,0.7573082422147115,0,1,1,778,0,1,education,MORTGAGE,CA,64,55,1875,60,0,0.3212893974787344,2,3,not_verified,0
22271,160655,14,5,0.08401782357265716,0.10882720434913007,1,15,5,780,4,2,wedding,MORTGAGE,CA,28,50,786,60,3,0.8507798537216573,0,3,verified,0
34313,167258,38,11,0.2799639303035589,0.270420990187515,1,23,8,385,1,1,education,MORTGAGE,MI,41,68,8584,60,2,0.3928018326906182,1,1,verified,1
47900,40563,38,10,0.17160852586093867,0.5130799178886292,0,24,2,540,10,4,education,RENT,OH,55,45,12980,60,2,0.7274370856563274,2,2,not_verified,0
14304,172763,39,23,0.46670040143536845,0.050797728263316744,0,6,9,564,6,4,wedding,OWN,NC,42,24,5049,60,4,0.1340863531055445,2,0,verified,0
35695,82127,11,23,0.08868264999191333,0.45318223700385174,0,18,1,346,9,3,car,OWN,TX,58,21,14273,36,3,0.7384543492207883,2,0,verified,0
31225,95994,23,18,0.4494923991647711,0.2777949916258565,1,17,0,338,3,1,education,OWN,GA,39,71,5471,60,1,0.016973642405581746,1,4,verified,1
21536,151973,5,22,0.3193647032176564,0.015068307043381579,0,22,6,552,7,3,home,RENT,FL,50,46,4529,36,0,0.4999041467372598,0,0,not_verified,1
31831,121383,5,14,0.18940581448442384,0.956272106189217,0,10,2,697,10,2,business,MORTGAGE,NC,59,73,4656,60,4,0.593638746636048,1,0,verified,0
12673,122083,36,9,0.40895806238124705,0.6524460115048512,0,11,1,376,12,3,car,MORTGAGE,PA,45,38,6706,36,4,0.7260944391860379,0,0,verified,1
22917,24034,25,18,0.03434149696697777,0.7748806222719666,1,1,2,667,3,0,education,OWN,FL,28,49,12495,36,1,0.7227440425145604,2,1,verified,0
28829,51417,2,20,0.013851537288576441,0.47382739203416135,0,21,1,455,7,2,wedding,OWN,NC,69,94,11548,36,3,0.44125997240543424,2,2,verified,0
16372,108728,31,27,0.050799039661485926,0.6103043696876245,0,22,2,464,4,2,home,RENT,CA,36,92,9622,60,1,0.6505714094760825,0,2,not_verified,0
26938,164021,17,24,0.3158920079767524,0.11180173861040799,1,10,1,783,5,1,medical,RENT,MI,56,102,14643,60,2,0.7381289167049725,1,0,verified,0
3663,133297,27,11,0.5426224382581425,0.5744742002590135,1,15,5,325,3,2,home,MORTGAGE,NC,36,50,6926,36,1,0.9775842833080339,0,2,not_verified,0
48801,181769,32,7,0.295449781236196,0.11406238331897356,1,7,6,549,3,0,medical,RENT,PA,48,54,7872,60,1,0.2100246867030765,1,0,not_verified,0
10465,48489,16,7,0.4660534571049117,0.6780978445074544,1,15,4,573,14,2,medical,RENT,PA,27,111,5798,60,0,0.10770482435374296,0,3,verified,1
4326,147876,31,13,0.46076319569524893,0.6499634455266025,1,16,1,792,13,0,medical,OWN,IL,25,45,5950,60,3,0.5131964082566621,0,0,not_verified,1
4659,93147,11,14,0.49668709631310115,0.4270973327414539,1,20,6,783,11,3,wedding,RENT,MI,20,102,13472,60,3,0.49350965279718206,0,0,not_verified,1
28594,75538,36,7,0.2260020068107159,0.29380448690202854,0,24,9,577,2,3,home,MORTGAGE,OH,57,87,886,36,3,0.09947654790272631,1,0,not_verified,1
5763,62877,20,18,0.0701893469999883,0.1476203867574677,2,20,8,768,9,2,business,RENT,FL,44,83,4534,36,0,0.2676626799839307,1,1,not_verified,0
24121,188728,1,27,0.04899513538530685,0.6574578903349226,2,4,3,444,2,2,car,MORTGAGE,NY,21,81,8068,36,2,0.4622137482903437,2,0,not_verified,0
11828,168909,25,20,0.14735930048632026,0.942631672873012,1,13,9,821,11,1,medical,MORTGAGE,MI,44,44,3095,36,1,0.6680073585057047,0,3,verified,0
48588,68391,38,1,0.5020977209681795,0.4438142053176952,1,12,9,739,5,3,wedding,OWN,NC,28,58,3509,60,1,0.37661193355029465,2,2,not_verified,1
12221,28229,16,17,0.18257923932881992,0.9497226642399182,0,9,6,457,2,1,home,RENT,MI,47,12,11525,60,1,0.17493390659314612,0,4,not_verified,0
12211,173359,35,24,0.14609655805997473,0.7776429052998943,0,7,5,647,11,4,business,MORTGAGE,PA,55,11,5190,60,3,0.3621759703011098,1,4,not_verified,0
14569,163348,33,25,0.19988805706294432,0.7961349133734453,0,10,4,714,6,0,education,RENT,MI,58,20,1823,36,1,0.3507173340430809,0,0,not_verified,0
32358,150362,18,23,0.2975428220795778,0.7689952863799987,0,5,6,602,11,1,medical,RENT,IL,45,61,7387,60,0,0.317995887481633,0,4,not_verified,0
38860,108666,31,19,0.500053188985418,0.04844758254977721,1,22,2,607,4,1,wedding,RENT,PA,47,89,11410,60,3,0.7347472132786604,1,1,verified,1
7022,65812,21,15,0.34196264004326526,0.9249061270846889,2,20,0,580,0,2,education,OWN,IL,19,69,5786,36,4,0.5257129525147952,2,2,not_verified,1
46337,174194,38,28,0.10602494863090212,0.757641226605754,0,8,1,484,0,4,home,MORTGAGE,GA,21,58,3718,60,2,0.3889972435365622,2,3,verified,0
14515,127203,17,16,0.08007829235779386,0.029940633658043114,0,7,8,454,2,2,wedding,MORTGAGE,GA,56,115,14270,36,1,0.038517946764811906,2,3,not_verified,0
7159,183753,23,1,0.26135000811143455,0.19699576741840952,1,13,9,362,3,4,education,MORTGAGE,CA,46,92,4994,36,3,0.4397787881575994,1,0,not_verified,1
46991,169792,0,23,0.07597749759897186,0.33676901785715374,0,6,9,828,5,3,education,OWN,GA,29,87,7060,36,1,0.8096795057435153,1,4,not_verified,0
42213,199144,1,3,0.19614552434968544,0.644864832857223,0,1,6,637,7,1,business,OWN,NC,31,37,4474,36,2,0.2084065651437994,1,3,verified,0
22691,122632,39,28,0.49271210982399233,0.6468295932836089,0,4,0,382,13,2,wedding,MORTGAGE,PA,60,82,3129,60,4,0.15825143639188832,2,4,verified,1
25904,17523,23,14,0.1776246148275263,0.5292981209630033,0,17,9,425,7,2,business,MORTGAGE,PA,58,70,4101,60,2,0.7568821419326542,0,2,not_verified,0
44790,114964,39,5,0.12437480937846584,0.6667935916361506,1,10,5,558,11,1,wedding,RENT,OH,68,83,9402,60,0,0.2731439265565515,2,4,verified,0
4044,153702,1,3,0.36060663570479107,0.38121195775867833,0,24,0,330,10,2,home,RENT,TX,68,30,2070,60,3,0.047661105605638854,2,1,not_verified,1
10612,19512,26,11,0.563113903681892,0.895597087130429,2,16,1,770,14,4,education,MORTGAGE,FL,61,96,5332,60,4,0.8794736307639089,2,1,not_verified,0
6636,180698,1,22,0.19545243647106178,0.0008035571143847342,0,22,2,507,7,1,medical,OWN,GA,47,96,7090,60,1,0.5862879163789175,0,0,verified,1
12593,171358,22,17,0.19862882201656828,0.36454067339177854,1,20,3,552,9,1,business,OWN,NY,27,101,9098,60,2,0.6856143412401488,1,0,verified,1
49947,23329,32,21,0.48111452468349397,0.41803250576591644,0,9,7,548,1,4,wedding,MORTGAGE,CA,48,63,1943,36,3,0.6301386560011042,2,1,verified,0
3892,26752,33,1,0.3777835362593699,0.43126247950076824,2,23,5,712,11,2,home,MORTGAGE,TX,65,9,9755,60,2,0.5777096353432558,2,2,not_verified,1
22672,131441,31,16,0.0671872558693025,0.2596663991571001,0,10,9,328,1,2,home,OWN,TX,60,19,11128,60,2,0.04017858560406473,1,1,not_verified,0
6812,91584,2,6,0.5508011013038442,0.5294285734182705,0,6,2,823,8,3,business,MORTGAGE,GA,24,39,8534,36,1,0.18719833554206322,1,4,verified,1
32085,55103,26,18,0.1639489909974938,0.43726342411359254,0,12,8,725,4,3,home,RENT,GA,29,38,12444,60,2,0.9159420452579332,2,4,not_verified,0
1654,130872,11,13,0.017412880685026357,0.4134714753804193,1,11,4,354,13,0,medical,RENT,FL,24,17,9224,36,1,0.9350587956341946,0,1,not_verified,0
18143,79279,7,23,0.3846149193135315,0.3508430337455033,0,15,1,332,12,3,business,OWN,MI,52,54,8444,60,1,0.24798987905784964,1,0,verified,1
2798,66003,19,8,0.3391325057722412,0.9470626684551927,0,15,5,523,13,0,home,MORTGAGE,GA,48,13,10649,60,4,0.2051496708414039,2,0,verified,1
38927,21520,16,14,0.42892399856385116,0.8131103120895631,0,16,6,602,13,1,business,RENT,NC,32,63,8743,60,0,0.5665151305072975,0,2,not_verified,0
30087,73697,32,28,0.2020685297968911,0.5884967129331756,0,14,9,427,6,0,wedding,MORTGAGE,MI,39,95,6446,36,0,0.04488200395335251,0,1,not_verified,0
12618,85827,10,16,0.4720526054202639,0.2566989366880401,0,5,5,330,9,0,wedding,MORTGAGE,PA,49,22,6184,60,2,0.5254973180609247,1,3,not_verified,0
9446,30106,8,20,0.3189728257648625,0.31589424591724946,1,15,0,734,1,0,car,OWN,CA,36,90,3402,60,0,0.5836853677782131,2,0,not_verified,0
22646,182167,33,26,0.3426224056636064,0.13716758854028932,1,3,1,469,11,0,home,RENT,IL,62,78,13254,60,0,0.0069318776889758515,2,0,not_verified,0
37591,178495,6,14,0.5867075629770168,0.13164505469545595,1,8,4,625,11,4,medical,MORTGAGE,TX,61,107,1006,36,4,0.7203088694883287,0,0,not_verified,1
49867,141934,15,24,0.5040446113381889,0.7575862840689066,0,17,4,670,1,0,wedding,MORTGAGE,FL,20,91,3108,36,3,0.5350033445702856,1,1,not_verified,0
